Municipio,codigo_dane,Departamento,hurtos_totales_promedio,hurtos_auto_promedio,hurtos_moto_promedio,recuperacion_total,captura_total,proporcion_motos,latitud,longitud,tasa_recuperacion,tasa_captura,categoria_hurtos,categoria_recuperacion,cluster_kmeans_geo1_robusto_limpio_id,cluster_kmeans_geo1_robusto_limpio_label,cluster_kmeans_geo1_robusto_limpio_orden
TABIO,25785000,CUNDINAMARCA,43,13,30,49,5,0.6904761904761905,4.916832,-74.096461,1.1395348837209305,0.1162790697674418,Alto,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
TADO,27787000,CHOCO,32,1,31,30,4,0.967741935483871,5.264873,-76.558571,0.9375,0.125,Moderado,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TALAIGUA NUEVO,13780000,BOLIVAR,30,0,30,19,5,1.0,9.30403,-74.567479,0.6333333333333333,0.1666666666666666,Moderado,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TAMALAMEQUE,20787000,CESAR,70,9,61,29,7,0.8676470588235294,8.861725,-73.812172,0.4142857142857143,0.1,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TAMARA,85400000,CASANARE,10,0,10,3,0,1.0,5.829543,-72.16165,0.3,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TAME,81794000,ARAUCA,676,218,458,487,31,0.6852159468438538,6.453324,-71.754427,0.7204142011834319,0.0458579881656804,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
TAMESIS,5789000,ANTIOQUIA,34,5,29,60,3,0.8484848484848485,5.664645,-75.714429,1.7647058823529411,0.088235294117647,Moderado,Muy Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
TAMINANGO,52786000,NARINO,89,29,60,281,5,0.6666666666666666,1.5703579999999997,-77.2808,3.157303370786517,0.0561797752808988,Alto,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TANGUA,52788000,NARINO,58,8,50,119,3,0.8571428571428571,1.09482,-77.393735,2.0517241379310347,0.0517241379310344,Alto,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TARAZA,5790000,ANTIOQUIA,109,7,102,84,9,0.9423076923076924,7.580127,-75.401407,0.7706422018348624,0.0825688073394495,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TARQUI,41791000,HUILA,80,1,79,75,5,0.9859154929577464,2.111325,-75.823976,0.9375,0.0625,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TARSO,5792000,ANTIOQUIA,14,0,14,14,0,1.0,5.864542,-75.822956,1.0,0.0,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TASCO,15790000,BOYACA,10,0,10,4,0,1.0,5.909821,-72.781011,0.4,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TAURAMENA,85410000,CASANARE,192,14,178,85,18,0.9265536723163842,5.018977,-72.74662,0.4427083333333333,0.09375,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
TAUSA,25793000,CUNDINAMARCA,45,8,37,23,5,0.8181818181818182,5.196333,-73.887813,0.5111111111111111,0.1111111111111111,Alto,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
TELLO,41799000,HUILA,91,11,80,61,2,0.8777777777777778,3.067538,-75.138773,0.6703296703296703,0.0219780219780219,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TENA,25797000,CUNDINAMARCA,33,16,17,40,4,0.532258064516129,4.655286,-74.389193,1.2121212121212122,0.1212121212121212,Moderado,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TENERIFE,47798000,MAGDALENA,15,0,15,15,0,1.0,9.898273,-74.85978300000001,1.0,0.0,Moderado,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TENJO,25799000,CUNDINAMARCA,91,30,61,97,7,0.6666666666666666,4.872014,-74.143724,1.065934065934066,0.0769230769230769,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
TENZA,15798000,BOYACA,4,0,4,5,0,1.0,5.076781,-73.421176,1.25,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TEORAMA,54800000,NORTE DE SANTANDER,79,44,35,31,0,0.4473684210526316,8.438134,-73.28707,0.3924050632911392,0.0,Alto,Grave,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TERUEL,41801000,HUILA,49,1,48,24,5,0.9787234042553192,2.740968,-75.567034,0.4897959183673469,0.1020408163265306,Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TESALIA,41797000,HUILA,91,12,79,63,3,0.877906976744186,2.486364,-75.730271,0.6923076923076923,0.0329670329670329,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TIBACUY,25805000,CUNDINAMARCA,15,9,6,28,4,0.4285714285714285,4.348605,-74.452662,1.8666666666666667,0.2666666666666666,Moderado,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TIBANA,15804000,BOYACA,15,4,11,17,3,0.7333333333333333,5.317251,-73.396457,1.1333333333333333,0.2,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TIBASOSA,15806000,BOYACA,31,12,19,35,2,0.6129032258064516,5.74723,-72.999449,1.1290322580645162,0.064516129032258,Moderado,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TIBIRITA,25807000,CUNDINAMARCA,6,1,5,9,0,0.8,5.052278,-73.504514,1.5,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TIBU,54810000,NORTE DE SANTANDER,1023,352,671,524,18,0.6804399524375743,8.639891,-72.734496,0.512218963831867,0.0175953079178885,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
TIERRALTA,23807000,CORDOBA,272,2,270,272,7,0.9923664122137404,8.170612,-76.059797,1.0,0.025735294117647,Muy Alto,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TIMANA,41807000,HUILA,404,21,383,136,18,0.9457777777777778,1.974539,-75.932167,0.3366336633663366,0.0445544554455445,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
TIMBIO,19807000,CAUCA,1334,228,1106,529,78,0.8316025201271103,2.349686,-76.684476,0.396551724137931,0.0584707646176911,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
TIMBIQUI,19809000,CAUCA,0,0,0,4,0,,2.777312,-77.667541,,,Leve,,,,
TINJACA,15808000,BOYACA,6,3,3,10,0,0.5,5.579713,-73.646847,1.6666666666666667,0.0,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TIPACOQUE,15810000,BOYACA,2,2,0,3,0,0.0,6.419203,-72.691729,1.5,0.0,Leve,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TIQUISIO,13810000,BOLIVAR,23,2,21,27,1,0.9130434782608696,8.558666,-74.262922,1.173913043478261,0.0434782608695652,Moderado,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TITIRIBI,5809000,ANTIOQUIA,40,20,20,33,4,0.4736842105263157,6.062391,-75.791887,0.825,0.1,Moderado,Mala,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TOCA,15814000,BOYACA,20,5,15,24,3,0.7368421052631579,5.566464,-73.184794,1.2,0.15,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
TOCAIMA,25815000,CUNDINAMARCA,51,26,25,50,9,0.4897959183673469,4.459279,-74.636296,0.9803921568627452,0.1764705882352941,Alto,Mala,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TOCANCIPA,25817000,CUNDINAMARCA,180,93,87,99,12,0.4753086419753086,4.964641,-73.91207,0.55,0.0666666666666666,Muy Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
TOGUI,15816000,BOYACA,4,0,4,14,3,1.0,5.937438,-73.513655,3.5,0.75,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TOLEDO,54820000,ANTIOQUIA,13,3,10,21,2,0.7692307692307693,7.307692,-72.481915,1.6153846153846154,0.1538461538461538,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
TOLEDO,54820000,NORTE DE SANTANDER,40,12,28,32,5,0.6891891891891891,7.307692,-72.481915,0.8,0.125,Moderado,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
TOLU VIEJO,70823000,SUCRE,78,6,72,56,8,0.92,9.451819000000002,-75.44085,0.717948717948718,0.1025641025641025,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TONA,68820000,SANTANDER,17,6,11,50,11,0.6470588235294118,7.201417,-72.967023,2.9411764705882355,0.6470588235294118,Moderado,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TOPAGA,15820000,BOYACA,12,2,10,8,5,0.8333333333333334,5.768201,-72.832245,0.6666666666666666,0.4166666666666667,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TOPAIPI,25823000,CUNDINAMARCA,1,1,0,4,0,0.0,5.336224,-74.300626,4.0,0.0,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
TORIBIO,19821000,CAUCA,81,17,64,49,2,0.7911392405063291,2.953017,-76.270284,0.6049382716049383,0.0246913580246913,Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TORO,76823000,VALLE,71,11,60,99,0,0.8515625,4.608085,-76.076859,1.3943661971830985,0.0,Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TOTA,15822000,BOYACA,2,0,2,8,1,1.0,5.560497,-72.985898,4.0,0.5,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TOTORO,19824000,CAUCA,257,60,197,86,14,0.7738095238095237,2.510252,-76.403628,0.3346303501945525,0.0544747081712062,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
TRINIDAD,85430000,CASANARE,67,5,62,53,7,0.9253731343283582,5.412178,-71.662812,0.7910447761194029,0.1044776119402985,Alto,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
TRUJILLO,76828000,VALLE,65,7,58,53,5,0.890625,4.212037,-76.318818,0.8153846153846154,0.0769230769230769,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
TUBARA,8832000,ATLANTICO,36,14,22,102,7,0.6111111111111112,10.873586,-74.978704,2.833333333333333,0.1944444444444444,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TUCHIN,23815000,CORDOBA,57,0,57,33,6,1.0,9.186625,-75.553962,0.5789473684210527,0.1052631578947368,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TULUA,76834000,VALLE,2854,333,2521,1332,138,0.8845010119881676,4.085399,-76.197731,0.4667133847231955,0.048353188507358,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
TUNJA (CT),15001000,BOYACA,385,142,243,476,79,0.6307901907356949,5.539880000000001,-73.355539,1.2363636363636363,0.2051948051948052,Muy Alto,Buena,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
TUNUNGUA,15832000,BOYACA,0,0,0,1,3,,5.730582,-73.933155,,,Leve,,,,
TUQUERRES,52838000,NARINO,396,108,288,511,51,0.7211625794732063,1.085044,-77.61672,1.2904040404040404,0.1287878787878787,Muy Alto,Buena,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
TURBACO,13836000,BOLIVAR,727,61,666,292,64,0.9127498649378714,10.348316,-75.427249,0.4016506189821183,0.0880330123796423,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
TURBANA,13838000,BOLIVAR,83,8,75,32,4,0.9125,10.274585,-75.44265,0.3855421686746988,0.0481927710843373,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
TURBO,5837000,ANTIOQUIA,744,15,729,492,49,0.98,8.089929,-76.728858,0.6612903225806451,0.0658602150537634,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
TURMEQUE,15835000,BOYACA,19,2,17,11,2,0.9166666666666666,5.323260999999999,-73.491825,0.5789473684210527,0.1052631578947368,Moderado,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TUTA,15837000,BOYACA,22,4,18,23,2,0.8181818181818182,5.689082,-73.230285,1.0454545454545454,0.0909090909090909,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
TUTAZA,15839000,BOYACA,2,1,1,1,0,0.5,6.032608,-72.856035,0.5,0.0,Leve,Grave,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
UBALA,25839000,CUNDINAMARCA,1,1,0,11,0,0.0,4.74762,-73.531489,11.0,0.0,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
UBAQUE,25841000,CUNDINAMARCA,11,2,9,33,3,0.8181818181818182,4.483788,-73.933477,3.0,0.2727272727272727,Moderado,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
ULLOA,76845000,VALLE,27,7,20,14,0,0.7307692307692307,4.703623,-75.737808,0.5185185185185185,0.0,Moderado,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
UMBITA,15842000,BOYACA,10,2,8,12,0,0.8,5.221176,-73.456917,1.2,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
UNE,25845000,CUNDINAMARCA,14,4,10,23,2,0.6923076923076923,4.40245,-74.025183,1.6428571428571428,0.1428571428571428,Moderado,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
UNGUIA,27800000,CHOCO,3,0,3,36,0,1.0,8.04406,-77.092538,12.0,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
UNION PANAMERICANA,27810000,CHOCO,9,0,9,99,4,1.0,5.281108,-76.630143,11.0,0.4444444444444444,Leve,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
URAMITA,5842000,ANTIOQUIA,12,4,8,16,0,0.7272727272727273,6.898393,-76.173284,1.3333333333333333,0.0,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
URIBE,50370000,META,43,9,34,36,1,0.7857142857142857,3.239634,-74.351508,0.8372093023255814,0.0232558139534883,Alto,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
URIBIA,44847000,GUAJIRA,478,85,393,374,29,0.8223787167449139,11.711904,-72.265906,0.7824267782426778,0.0606694560669456,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
URRAO,5847000,ANTIOQUIA,88,2,86,140,13,0.9807692307692308,6.317343000000001,-76.133951,1.5909090909090908,0.1477272727272727,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
URUMITA,44855000,GUAJIRA,51,24,27,38,12,0.5104166666666666,10.560169,-73.012507,0.7450980392156863,0.2352941176470588,Alto,Mala,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
USIACURI,8849000,ATLANTICO,51,1,50,20,4,0.979591836734694,10.74298,-74.976985,0.392156862745098,0.0784313725490196,Alto,Grave,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
UTICA,25851000,CUNDINAMARCA,5,5,0,13,0,0.0,5.19055,-74.483154,2.6,0.0,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
VALDIVIA,5854000,ANTIOQUIA,52,11,41,78,19,0.803921568627451,7.1652,-75.439274,1.5,0.3653846153846153,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
VALENCIA,23855000,CORDOBA,34,1,33,75,2,0.9705882352941176,8.255016,-76.150756,2.2058823529411766,0.0588235294117647,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
VALLE DE SAN JOSE,68855000,SANTANDER,14,1,13,19,1,0.875,6.448028,-73.143507,1.3571428571428572,0.0714285714285714,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
VALLE DE SAN JUAN,73854000,TOLIMA,16,7,9,20,0,0.5769230769230769,4.197494,-75.115669,1.25,0.0,Moderado,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
VALLE DEL GUAMUEZ,86865000,PUTUMAYO,322,9,313,392,24,0.9707792207792209,0.4235059999999999,-76.906751,1.2173913043478262,0.0745341614906832,Muy Alto,Buena,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
VALLEDUPAR (CT),20001000,CESAR,8945,1487,7458,3168,943,0.8220857324745331,10.460472,-73.259398,0.3541643376187814,0.1054220234768026,Muy Alto,Grave,cluster_extremo,Cluster de ciudades principales con intensidad delictiva extrema,1.0
VALPARAISO,18860000,ANTIOQUIA,19,4,15,16,4,0.7894736842105263,1.194619,-75.70671,0.8421052631578947,0.2105263157894736,Moderado,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
VALPARAISO,18860000,CAQUETA,46,4,42,16,3,0.9090909090909092,1.194619,-75.70671,0.3478260869565217,0.0652173913043478,Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
VEGACHI,5858000,ANTIOQUIA,114,11,103,67,6,0.908653846153846,6.773524999999999,-74.798714,0.5877192982456141,0.0526315789473684,Alto,Grave,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
VELEZ,68861000,SANTANDER,43,11,32,73,5,0.7619047619047619,6.009274999999999,-73.672447,1.697674418604651,0.1162790697674418,Alto,Muy Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
VENADILLO,73861000,TOLIMA,56,19,37,44,7,0.660377358490566,4.717878,-74.929333,0.7857142857142857,0.125,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
VENECIA,5861000,ANTIOQUIA,36,11,25,57,6,0.6818181818181818,5.964693,-75.735544,1.5833333333333333,0.1666666666666666,Moderado,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
VENECIA,5861000,CUNDINAMARCA,11,5,6,7,0,0.5454545454545454,5.964693,-75.735544,0.6363636363636364,0.0,Moderado,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
VENTAQUEMADA,15861000,BOYACA,82,11,71,77,14,0.8607594936708861,5.368739,-73.522368,0.9390243902439024,0.1707317073170731,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
